Sample_ID,Window_ID,Timestamp_s,AccX_g,AccY_g,AccZ_g,Activity
6230,W00125,1.45,0.8891,0.0798,0.2876,Sleeping
6231,W00125,1.5,0.8747,0.0828,0.2939,Sleeping
6232,W00125,1.55,0.8881,0.0705,0.2983,Sleeping
6233,W00125,1.6,0.8798,0.0757,0.298,Sleeping
6234,W00125,1.65,0.8726,0.0713,0.289,Sleeping
6235,W00125,1.7,0.8805,0.0815,0.2896,Sleeping
6236,W00125,1.75,0.8805,0.0717,0.2876,Sleeping
6237,W00125,1.8,0.8877,0.0656,0.3018,Sleeping
6238,W00125,1.85,0.8652,0.0779,0.3095,Sleeping
6239,W00125,1.9,0.8789,0.0716,0.3233,Sleeping
6240,W00125,1.95,0.8892,0.084,0.3037,Sleeping
6241,W00125,2.0,0.89,0.0895,0.2961,Sleeping
6242,W00125,2.05,0.8683,0.0822,0.3014,Sleeping
6243,W00125,2.1,0.885,0.0857,0.3017,Sleeping
6244,W00125,2.15,0.8869,0.0759,0.2941,Sleeping
6245,W00125,2.2,0.8891,0.0867,0.2982,Sleeping
6246,W00125,2.25,0.8862,0.0821,0.2909,Sleeping
6247,W00125,2.3,0.8778,0.0757,0.307,Sleeping
6248,W00125,2.35,0.8712,0.073,0.2934,Sleeping
6249,W00125,2.4,0.8755,0.0883,0.3024,Sleeping
6250,W00125,2.45,0.865,0.0788,0.3055,Sleeping
6251,W00126,0.0,0.8878,0.0849,0.2872,Sleeping
6252,W00126,0.05,0.8887,0.0867,0.2971,Sleeping
6253,W00126,0.1,0.8878,0.0907,0.3093,Sleeping
6254,W00126,0.15,0.8739,0.0883,0.2933,Sleeping
6255,W00126,0.2,0.8867,0.0739,0.2847,Sleeping
6256,W00126,0.25,0.8877,0.0761,0.2838,Sleeping
6257,W00126,0.3,0.8735,0.0839,0.2977,Sleeping
6258,W00126,0.35,0.8805,0.0899,0.3079,Sleeping
6259,W00126,0.4,0.8879,0.0807,0.3183,Sleeping
6260,W00126,0.45,0.8763,0.0798,0.2842,Sleeping
6261,W00126,0.5,0.8855,0.0863,0.3049,Sleeping
6262,W00126,0.55,0.8946,0.0933,0.3101,Sleeping
6263,W00126,0.6,0.8823,0.0833,0.3024,Sleeping
6264,W00126,0.65,0.8724,0.0898,0.3037,Sleeping
6265,W00126,0.7,0.8724,0.0934,0.2878,Sleeping
6266,W00126,0.75,0.8982,0.089,0.2991,Sleeping
6267,W00126,0.8,0.9057,0.0854,0.2933,Sleeping
6268,W00126,0.85,0.887,0.0872,0.3085,Sleeping
6269,W00126,0.9,0.885,0.0823,0.3084,Sleeping
6270,W00126,0.95,0.8773,0.1034,0.2971,Sleeping
6271,W00126,1.0,0.8617,0.08,0.304,Sleeping
6272,W00126,1.05,0.8988,0.0774,0.2871,Sleeping
6273,W00126,1.1,0.8834,0.0814,0.2935,Sleeping
6274,W00126,1.15,0.8896,0.0804,0.3029,Sleeping
6275,W00126,1.2,0.8886,0.0792,0.3038,Sleeping
6276,W00126,1.25,0.8861,0.0964,0.3092,Sleeping
6277,W00126,1.3,0.8878,0.0926,0.2915,Sleeping
6278,W00126,1.35,0.8795,0.0742,0.2951,Sleeping
6279,W00126,1.4,0.8752,0.0816,0.308,Sleeping
6280,W00126,1.45,0.8849,0.0814,0.2982,Sleeping
6281,W00126,1.5,0.8782,0.063,0.2935,Sleeping
6282,W00126,1.55,0.897,0.0787,0.2968,Sleeping
6283,W00126,1.6,0.9021,0.0828,0.2955,Sleeping
6284,W00126,1.65,0.8933,0.0828,0.2981,Sleeping
6285,W00126,1.7,0.8839,0.0768,0.3089,Sleeping
6286,W00126,1.75,0.8785,0.0856,0.3076,Sleeping
6287,W00126,1.8,0.8677,0.0625,0.3103,Sleeping
6288,W00126,1.85,0.8853,0.0759,0.3014,Sleeping
6289,W00126,1.9,0.882,0.0945,0.3028,Sleeping
6290,W00126,1.95,0.8756,0.0726,0.3011,Sleeping
6291,W00126,2.0,0.8843,0.0782,0.3009,Sleeping
6292,W00126,2.05,0.8849,0.0972,0.3029,Sleeping
6293,W00126,2.1,0.878,0.0772,0.2938,Sleeping
6294,W00126,2.15,0.8743,0.0736,0.2998,Sleeping
6295,W00126,2.2,0.8904,0.0919,0.3147,Sleeping
6296,W00126,2.25,0.879,0.0883,0.3082,Sleeping
6297,W00126,2.3,0.8786,0.0926,0.306,Sleeping
6298,W00126,2.35,0.8604,0.0815,0.3012,Sleeping
6299,W00126,2.4,0.8872,0.0812,0.2975,Sleeping
6300,W00126,2.45,0.8765,0.0648,0.2942,Sleeping
6301,W00127,0.0,0.1531,0.1492,0.8411,Walking
6302,W00127,0.05,-0.1429,-0.0257,0.912,Walking
6303,W00127,0.1,-0.0646,0.1486,0.7923,Walking
6304,W00127,0.15,-0.1051,0.0753,1.0883,Walking
6305,W00127,0.2,0.0164,0.1012,0.8887,Walking
6306,W00127,0.25,0.1326,0.1545,0.9259,Walking
6307,W00127,0.3,0.1158,0.1592,1.0556,Walking
6308,W00127,0.35,0.1616,0.1433,0.9692,Walking
6309,W00127,0.4,0.1855,0.2207,0.9499,Walking
6310,W00127,0.45,0.3872,0.2236,1.0221,Walking
6311,W00127,0.5,0.1617,0.2167,1.0598,Walking
6312,W00127,0.55,0.213,-0.0499,1.0217,Walking
6313,W00127,0.6,0.0053,0.1184,1.0075,Walking
6314,W00127,0.65,-0.0248,0.0776,0.9,Walking
6315,W00127,0.7,-0.1192,0.1413,0.9713,Walking
6316,W00127,0.75,-0.0624,0.0011,0.8478,Walking
6317,W00127,0.8,-0.0859,0.1073,0.9764,Walking
6318,W00127,0.85,-0.0054,0.2044,1.0023,Walking
6319,W00127,0.9,0.2917,0.4417,1.1435,Walking
6320,W00127,0.95,0.3047,0.187,0.9366,Walking
6321,W00127,1.0,0.1792,0.1505,1.1458,Walking
6322,W00127,1.05,0.2239,0.3203,1.0604,Walking
6323,W00127,1.1,0.1912,0.3153,0.9683,Walking
6324,W00127,1.15,0.0553,0.108,0.9531,Walking
6325,W00127,1.2,0.0421,0.1564,1.0432,Walking
6326,W00127,1.25,0.0067,0.0164,0.8428,Walking
6327,W00127,1.3,-0.0374,0.0132,0.931,Walking
6328,W00127,1.35,-0.1749,0.1185,1.0687,Walking
6329,W00127,1.4,-0.1526,0.1059,0.8287,Walking
6330,W00127,1.45,0.1209,0.1676,0.8899,Walking
6331,W00127,1.5,0.2383,0.1934,0.8949,Walking
6332,W00127,1.55,0.3058,0.3106,1.0358,Walking
6333,W00127,1.6,0.27,0.225,0.8586,Walking
6334,W00127,1.65,0.1775,0.1924,1.1498,Walking
6335,W00127,1.7,0.1282,0.0886,1.0107,Walking
6336,W00127,1.75,0.0163,0.0849,1.0551,Walking
6337,W00127,1.8,0.0427,0.0497,0.9084,Walking
6338,W00127,1.85,-0.0848,0.1293,0.8897,Walking
6339,W00127,1.9,-0.0682,0.1187,0.8025,Walking
6340,W00127,1.95,-0.0667,0.1631,0.9368,Walking
6341,W00127,2.0,0.1184,-0.0081,0.9346,Walking
6342,W00127,2.05,0.248,0.1031,0.9938,Walking
6343,W00127,2.1,0.198,0.1101,0.8476,Walking
6344,W00127,2.15,0.2334,0.2404,0.9459,Walking
6345,W00127,2.2,0.2699,0.2958,1.0166,Walking
6346,W00127,2.25,0.2339,0.2575,0.9807,Walking
6347,W00127,2.3,0.1933,0.0758,0.9392,Walking
6348,W00127,2.35,0.013,0.0522,0.9389,Walking
6349,W00127,2.4,-0.0609,0.1192,0.7906,Walking
6350,W00127,2.45,0.074,0.0163,0.9275,Walking
6351,W00128,0.0,0.8312,0.1255,0.3385,Resting
6352,W00128,0.05,0.838,0.1024,0.3454,Resting
6353,W00128,0.1,0.8397,0.0809,0.3812,Resting
6354,W00128,0.15,0.8045,0.0892,0.3599,Resting
6355,W00128,0.2,0.8512,0.126,0.3501,Resting
6356,W00128,0.25,0.826,0.0874,0.3537,Resting
6357,W00128,0.3,0.8352,0.1029,0.3648,Resting
6358,W00128,0.35,0.8615,0.1013,0.3316,Resting
6359,W00128,0.4,0.8521,0.102,0.3836,Resting
6360,W00128,0.45,0.841,0.08,0.3697,Resting
6361,W00128,0.5,0.8547,0.0792,0.3102,Resting
6362,W00128,0.55,0.8352,0.078,0.3266,Resting
6363,W00128,0.6,0.8398,0.0907,0.3211,Resting
6364,W00128,0.65,0.8578,0.0846,0.357,Resting
6365,W00128,0.7,0.8099,0.1026,0.3411,Resting
6366,W00128,0.75,0.8516,0.0871,0.3601,Resting
6367,W00128,0.8,0.8338,0.0578,0.3283,Resting
6368,W00128,0.85,0.8648,0.0779,0.3334,Resting
6369,W00128,0.9,0.8268,0.0904,0.3381,Resting
6370,W00128,0.95,0.8269,0.101,0.3568,Resting
6371,W00128,1.0,0.884,0.0776,0.3645,Resting
6372,W00128,1.05,0.8303,0.073,0.3323,Resting
6373,W00128,1.1,0.8555,0.0977,0.3304,Resting
6374,W00128,1.15,0.8308,0.0896,0.35,Resting
6375,W00128,1.2,0.8519,0.1261,0.3339,Resting
6376,W00128,1.25,0.8377,0.0874,0.3515,Resting
6377,W00128,1.3,0.8428,0.1069,0.3484,Resting
6378,W00128,1.35,0.8337,0.0848,0.3421,Resting
6379,W00128,1.4,0.8425,0.073,0.3301,Resting
6380,W00128,1.45,0.831,0.1011,0.3254,Resting
6381,W00128,1.5,0.8516,0.0936,0.327,Resting
6382,W00128,1.55,0.8195,0.1131,0.3377,Resting
6383,W00128,1.6,0.8711,0.1079,0.3521,Resting
6384,W00128,1.65,0.8059,0.0594,0.3472,Resting
6385,W00128,1.7,0.8426,0.102,0.3181,Resting
6386,W00128,1.75,0.8544,0.0907,0.3456,Resting
6387,W00128,1.8,0.8567,0.0969,0.3689,Resting
6388,W00128,1.85,0.8367,0.096,0.3409,Resting
6389,W00128,1.9,0.8427,0.0778,0.3263,Resting
6390,W00128,1.95,0.8395,0.1244,0.3587,Resting
6391,W00128,2.0,0.8776,0.0512,0.3427,Resting
6392,W00128,2.05,0.8423,0.1016,0.3774,Resting
6393,W00128,2.1,0.8627,0.0851,0.3846,Resting
6394,W00128,2.15,0.8752,0.0762,0.345,Resting
6395,W00128,2.2,0.8421,0.0746,0.3683,Resting
6396,W00128,2.25,0.8483,0.0909,0.3801,Resting
6397,W00128,2.3,0.8441,0.0783,0.3868,Resting
6398,W00128,2.35,0.8658,0.099,0.3405,Resting
6399,W00128,2.4,0.8822,0.1017,0.3461,Resting
6400,W00128,2.45,0.859,0.0971,0.3488,Resting
6401,W00129,0.0,0.0281,0.0766,0.9868,Standing
6402,W00129,0.05,0.0079,0.1014,1.0,Standing
6403,W00129,0.1,0.0546,0.1356,0.9627,Standing
6404,W00129,0.15,0.0697,0.0687,0.9761,Standing
6405,W00129,0.2,0.0666,0.1102,1.0168,Standing
6406,W00129,0.25,0.028,0.0829,0.9448,Standing
6407,W00129,0.3,0.0761,0.0674,1.0134,Standing
6408,W00129,0.35,0.0586,0.0702,1.0037,Standing
6409,W00129,0.4,0.067,0.1384,0.9197,Standing
6410,W00129,0.45,0.0445,0.1459,0.9764,Standing
6411,W00129,0.5,0.0643,0.0911,1.0043,Standing
6412,W00129,0.55,0.0326,0.0596,0.965,Standing
6413,W00129,0.6,0.0392,0.0857,0.9872,Standing
6414,W00129,0.65,0.007,0.0645,0.9295,Standing
6415,W00129,0.7,-0.0252,0.1338,0.9944,Standing
6416,W00129,0.75,0.0333,0.0609,0.9866,Standing
6417,W00129,0.8,0.0314,0.0972,1.0107,Standing
6418,W00129,0.85,0.0126,0.1007,0.9455,Standing
6419,W00129,0.9,0.0292,0.1104,0.9812,Standing
6420,W00129,0.95,0.0317,0.1128,0.9939,Standing
6421,W00129,1.0,0.0645,0.0879,0.9715,Standing
6422,W00129,1.05,0.039,0.0983,0.9856,Standing
6423,W00129,1.1,0.0561,0.095,1.0224,Standing
6424,W00129,1.15,0.1332,0.0873,0.9853,Standing
6425,W00129,1.2,0.021,0.0627,0.9525,Standing
6426,W00129,1.25,0.0554,0.078,0.9889,Standing
6427,W00129,1.3,0.1208,0.1235,0.9748,Standing
6428,W00129,1.35,0.0412,0.0676,0.9709,Standing
6429,W00129,1.4,0.0831,0.0753,1.0173,Standing
6430,W00129,1.45,0.0443,0.1104,0.9862,Standing
6431,W00129,1.5,0.0579,0.145,0.9623,Standing
6432,W00129,1.55,0.0703,0.0721,0.952,Standing
6433,W00129,1.6,0.0795,0.1345,0.9844,Standing
6434,W00129,1.65,0.0815,0.0842,1.0171,Standing
6435,W00129,1.7,0.0404,0.075,0.9965,Standing
6436,W00129,1.75,0.0484,0.0985,0.9996,Standing
6437,W00129,1.8,0.0539,0.1147,0.9454,Standing
6438,W00129,1.85,0.0677,0.1019,1.0032,Standing
6439,W00129,1.9,0.0205,0.0692,0.9632,Standing
6440,W00129,1.95,0.0376,0.078,1.0086,Standing
6441,W00129,2.0,0.0191,0.1359,1.0109,Standing
6442,W00129,2.05,0.0583,0.0803,0.9728,Standing
6443,W00129,2.1,0.0741,0.1443,0.9314,Standing
6444,W00129,2.15,-0.0437,0.0996,0.9987,Standing
6445,W00129,2.2,0.0146,0.066,0.9765,Standing
6446,W00129,2.25,0.0401,0.0552,0.9667,Standing
6447,W00129,2.3,0.0173,0.0632,0.9477,Standing
6448,W00129,2.35,-0.0313,0.0914,0.948,Standing
6449,W00129,2.4,0.0545,0.0969,0.9752,Standing
6450,W00129,2.45,0.0577,0.0827,0.9674,Standing
6451,W00130,0.0,0.0306,0.1683,0.905,Walking
6452,W00130,0.05,0.0804,0.0679,0.8291,Walking
6453,W00130,0.1,-0.0782,0.1222,0.861,Walking
6454,W00130,0.15,0.0106,0.0144,0.7976,Walking
6455,W00130,0.2,-0.079,0.1538,0.7955,Walking
6456,W00130,0.25,-0.024,0.2537,0.9049,Walking
6457,W00130,0.3,0.057,0.2875,0.8607,Walking
6458,W00130,0.35,0.2279,0.1932,0.8651,Walking
6459,W00130,0.4,0.2002,0.2027,1.0246,Walking
6460,W00130,0.45,0.2397,0.1834,1.0927,Walking
6461,W00130,0.5,0.2454,0.208,1.0865,Walking
6462,W00130,0.55,0.3545,0.2094,1.068,Walking
6463,W00130,0.6,0.1185,-0.013,0.8416,Walking
6464,W00130,0.65,-0.0025,0.0619,0.9454,Walking
6465,W00130,0.7,0.0103,-0.0126,0.9724,Walking
6466,W00130,0.75,-0.0662,-0.039,0.8057,Walking
6467,W00130,0.8,0.0089,0.0145,0.8397,Walking
6468,W00130,0.85,-0.1349,0.2397,0.8494,Walking
6469,W00130,0.9,0.1459,0.0684,0.9657,Walking
6470,W00130,0.95,0.1359,0.3648,0.9631,Walking
6471,W00130,1.0,0.1276,0.1706,1.0855,Walking
6472,W00130,1.05,0.24,0.1902,1.018,Walking
6473,W00130,1.1,0.2657,0.2874,0.997,Walking
6474,W00130,1.15,0.0999,0.2486,0.882,Walking
6475,W00130,1.2,0.0569,0.3061,0.945,Walking
6476,W00130,1.25,-0.0437,0.1321,0.9167,Walking
6477,W00130,1.3,0.0321,0.1177,0.8977,Walking
6478,W00130,1.35,0.2098,0.025,0.8853,Walking
6479,W00130,1.4,-0.0924,-0.0449,0.811,Walking
6480,W00130,1.45,-0.0373,0.0844,0.8012,Walking
6481,W00130,1.5,-0.1045,0.2521,0.9592,Walking
6482,W00130,1.55,0.1459,0.2228,0.9853,Walking
6483,W00130,1.6,0.2881,0.2161,1.1838,Walking
6484,W00130,1.65,0.2874,0.2264,0.8809,Walking
6485,W00130,1.7,0.1944,0.2058,1.1169,Walking
6486,W00130,1.75,0.1785,0.3941,1.0971,Walking
6487,W00130,1.8,0.2166,0.2012,1.0647,Walking
6488,W00130,1.85,0.0756,0.1244,0.977,Walking
6489,W00130,1.9,0.0262,-0.0022,1.0757,Walking
6490,W00130,1.95,0.0392,-0.0033,0.7873,Walking
6491,W00130,2.0,-0.2118,0.0178,0.9446,Walking
6492,W00130,2.05,-0.003,0.1143,0.853,Walking
6493,W00130,2.1,0.0917,0.1404,0.9167,Walking
6494,W00130,2.15,0.141,-0.0555,0.9654,Walking
6495,W00130,2.2,0.147,0.1561,1.1044,Walking
6496,W00130,2.25,0.2216,0.3288,1.0264,Walking
6497,W00130,2.3,0.3473,0.3421,1.015,Walking
6498,W00130,2.35,0.1546,0.3737,0.9933,Walking
6499,W00130,2.4,0.1423,0.2905,1.0533,Walking
6500,W00130,2.45,0.1141,0.1929,0.8179,Walking
6501,W00131,0.0,0.8287,0.0682,0.3304,Resting
6502,W00131,0.05,0.8176,0.108,0.3492,Resting
6503,W00131,0.1,0.8326,0.0866,0.3556,Resting
6504,W00131,0.15,0.7983,0.0843,0.3497,Resting
6505,W00131,0.2,0.8325,0.1175,0.3091,Resting
6506,W00131,0.25,0.8082,0.0941,0.3403,Resting
6507,W00131,0.3,0.823,0.1124,0.3207,Resting
6508,W00131,0.35,0.854,0.0736,0.3507,Resting
6509,W00131,0.4,0.8666,0.1287,0.3472,Resting
6510,W00131,0.45,0.8556,0.1206,0.3322,Resting
6511,W00131,0.5,0.8562,0.0952,0.3677,Resting
6512,W00131,0.55,0.7951,0.1074,0.3631,Resting
6513,W00131,0.6,0.8244,0.1274,0.3376,Resting
6514,W00131,0.65,0.8551,0.0734,0.3997,Resting
6515,W00131,0.7,0.857,0.108,0.3484,Resting
6516,W00131,0.75,0.8353,0.0979,0.3688,Resting
6517,W00131,0.8,0.827,0.0744,0.3421,Resting
6518,W00131,0.85,0.8575,0.1242,0.3179,Resting
6519,W00131,0.9,0.8213,0.0824,0.3705,Resting
6520,W00131,0.95,0.832,0.1151,0.3587,Resting
6521,W00131,1.0,0.8209,0.1123,0.3103,Resting
6522,W00131,1.05,0.8035,0.0956,0.3498,Resting
6523,W00131,1.1,0.8463,0.1034,0.3462,Resting
6524,W00131,1.15,0.8645,0.1103,0.3617,Resting
6525,W00131,1.2,0.8554,0.1008,0.354,Resting
6526,W00131,1.25,0.8296,0.0992,0.3534,Resting
6527,W00131,1.3,0.8573,0.1121,0.3756,Resting
6528,W00131,1.35,0.825,0.1588,0.3354,Resting
6529,W00131,1.4,0.7887,0.1221,0.3416,Resting
6530,W00131,1.45,0.8364,0.1001,0.3427,Resting
6531,W00131,1.5,0.8563,0.0854,0.3535,Resting
6532,W00131,1.55,0.8145,0.0999,0.3441,Resting
6533,W00131,1.6,0.8406,0.1114,0.3436,Resting
6534,W00131,1.65,0.849,0.1024,0.3332,Resting
6535,W00131,1.7,0.8536,0.0923,0.3342,Resting
6536,W00131,1.75,0.8786,0.1267,0.3545,Resting
6537,W00131,1.8,0.8307,0.117,0.3379,Resting
6538,W00131,1.85,0.8335,0.1195,0.3499,Resting
6539,W00131,1.9,0.8539,0.1123,0.3703,Resting
6540,W00131,1.95,0.8712,0.1152,0.3606,Resting
6541,W00131,2.0,0.8542,0.0982,0.3734,Resting
6542,W00131,2.05,0.8423,0.054,0.3166,Resting
6543,W00131,2.1,0.8465,0.1174,0.3394,Resting
6544,W00131,2.15,0.8816,0.1337,0.3456,Resting
6545,W00131,2.2,0.8676,0.1282,0.3554,Resting
6546,W00131,2.25,0.865,0.1201,0.3538,Resting
6547,W00131,2.3,0.8576,0.1045,0.341,Resting
6548,W00131,2.35,0.875,0.0823,0.3645,Resting
6549,W00131,2.4,0.8671,0.1317,0.3594,Resting
6550,W00131,2.45,0.8612,0.1077,0.3316,Resting
6551,W00132,0.0,0.0131,0.0655,0.9393,Standing
6552,W00132,0.05,0.0312,0.063,1.0007,Standing
6553,W00132,0.1,0.0274,0.0802,0.9184,Standing
6554,W00132,0.15,0.0395,0.0909,1.006,Standing
6555,W00132,0.2,0.0733,0.0685,0.9672,Standing
6556,W00132,0.25,0.0189,0.1071,0.9607,Standing
6557,W00132,0.3,-0.007,0.0737,1.0252,Standing
6558,W00132,0.35,0.0264,0.0593,0.9446,Standing
6559,W00132,0.4,0.0727,0.1102,0.9881,Standing
6560,W00132,0.45,0.0669,0.0575,1.0205,Standing
6561,W00132,0.5,0.0169,0.141,1.0206,Standing
6562,W00132,0.55,-0.0048,0.0921,0.8972,Standing
6563,W00132,0.6,0.0419,0.0992,1.0016,Standing
6564,W00132,0.65,0.1249,0.1564,0.9961,Standing
6565,W00132,0.7,0.0615,0.077,0.9401,Standing
6566,W00132,0.75,0.0608,0.1434,0.986,Standing
6567,W00132,0.8,0.0721,0.1161,0.98,Standing
6568,W00132,0.85,0.0644,0.1206,0.9642,Standing
6569,W00132,0.9,0.0803,0.149,0.9968,Standing
6570,W00132,0.95,0.0393,0.1623,1.0171,Standing
6571,W00132,1.0,0.0658,0.1291,0.998,Standing
6572,W00132,1.05,0.0981,0.1278,1.0036,Standing
6573,W00132,1.1,0.0648,0.1077,0.999,Standing
6574,W00132,1.15,0.0616,0.0814,0.9178,Standing
6575,W00132,1.2,0.0515,0.0747,0.9023,Standing
6576,W00132,1.25,0.0783,0.137,0.9355,Standing
6577,W00132,1.3,0.0657,0.1076,1.0048,Standing
6578,W00132,1.35,0.0415,0.0794,0.9773,Standing
6579,W00132,1.4,0.0127,0.0946,0.9561,Standing
6580,W00132,1.45,0.0778,0.1131,1.0352,Standing
6581,W00132,1.5,0.0469,0.09,1.0211,Standing
6582,W00132,1.55,0.06,0.1053,1.0247,Standing
6583,W00132,1.6,0.0562,0.1136,1.0197,Standing
6584,W00132,1.65,0.0585,0.1278,0.9642,Standing
6585,W00132,1.7,0.0486,0.0577,0.9992,Standing
6586,W00132,1.75,0.0646,0.0788,0.9999,Standing
6587,W00132,1.8,0.0258,0.0921,0.9671,Standing
6588,W00132,1.85,0.0161,0.0886,0.9307,Standing
6589,W00132,1.9,0.0161,0.104,0.9773,Standing
6590,W00132,1.95,0.004,0.037,0.9934,Standing
6591,W00132,2.0,0.0227,0.0564,0.9753,Standing
6592,W00132,2.05,0.0674,0.118,1.0319,Standing
6593,W00132,2.1,-0.0197,0.1411,0.9478,Standing
6594,W00132,2.15,0.0212,0.0902,0.9629,Standing
6595,W00132,2.2,0.03,0.0592,0.9904,Standing
6596,W00132,2.25,0.0342,0.0482,0.9638,Standing
6597,W00132,2.3,0.0203,0.1163,0.9314,Standing
6598,W00132,2.35,0.048,0.1511,0.9634,Standing
6599,W00132,2.4,0.0583,0.1294,0.9728,Standing
6600,W00132,2.45,-0.0268,0.0908,0.9754,Standing
6601,W00133,0.0,0.0491,0.1225,1.0053,Standing
6602,W00133,0.05,0.0945,0.1066,1.0069,Standing
6603,W00133,0.1,0.0729,0.1492,0.9702,Standing
6604,W00133,0.15,0.0875,0.1414,1.0023,Standing
6605,W00133,0.2,0.0356,0.1531,0.9758,Standing
6606,W00133,0.25,0.1085,0.0688,0.9967,Standing
6607,W00133,0.3,0.094,0.0761,0.9586,Standing
6608,W00133,0.35,0.0445,0.0933,0.9621,Standing
6609,W00133,0.4,0.0357,0.1577,1.0356,Standing
6610,W00133,0.45,0.0497,0.1516,1.0195,Standing
6611,W00133,0.5,0.1095,0.1272,0.9808,Standing
6612,W00133,0.55,0.1003,0.1349,0.9952,Standing
6613,W00133,0.6,-0.0144,0.0904,0.9873,Standing
6614,W00133,0.65,0.0891,0.0789,0.9836,Standing
6615,W00133,0.7,0.092,0.0683,1.026,Standing
6616,W00133,0.75,0.0276,0.0702,0.9889,Standing
6617,W00133,0.8,0.0637,0.1191,0.9616,Standing
6618,W00133,0.85,0.0348,0.0674,0.9319,Standing
6619,W00133,0.9,0.053,0.0975,0.9305,Standing
6620,W00133,0.95,0.0617,0.0527,1.0226,Standing
6621,W00133,1.0,0.0218,0.1198,0.9875,Standing
6622,W00133,1.05,-0.0213,0.0824,1.001,Standing
6623,W00133,1.1,0.0662,0.109,0.9899,Standing
6624,W00133,1.15,0.0451,0.1168,0.9544,Standing
6625,W00133,1.2,-0.0187,0.1033,0.9569,Standing
6626,W00133,1.25,0.0695,0.0689,0.9666,Standing
6627,W00133,1.3,0.069,0.0526,0.9093,Standing
6628,W00133,1.35,-0.003,0.0795,0.9212,Standing
6629,W00133,1.4,0.051,0.1179,0.9575,Standing
6630,W00133,1.45,0.0216,0.1313,0.9452,Standing
6631,W00133,1.5,0.0424,0.1342,0.9645,Standing
6632,W00133,1.55,0.081,0.1227,0.9902,Standing
6633,W00133,1.6,0.0583,0.1002,1.0357,Standing
6634,W00133,1.65,0.0592,0.0488,1.0188,Standing
6635,W00133,1.7,0.042,0.1162,0.9558,Standing
6636,W00133,1.75,0.0757,0.1379,0.9528,Standing
6637,W00133,1.8,0.0777,0.1397,0.9962,Standing
6638,W00133,1.85,0.095,0.1195,0.9782,Standing
6639,W00133,1.9,0.1047,0.1014,0.9919,Standing
6640,W00133,1.95,0.046,0.1107,0.9901,Standing
6641,W00133,2.0,0.0727,0.1047,1.0039,Standing
6642,W00133,2.05,0.0132,0.1648,0.9299,Standing
6643,W00133,2.1,0.1023,0.1283,0.9932,Standing
6644,W00133,2.15,0.0251,0.1408,0.9385,Standing
6645,W00133,2.2,0.0787,0.0972,1.0157,Standing
6646,W00133,2.25,0.016,0.1106,0.9752,Standing
6647,W00133,2.3,0.0715,0.1305,0.9665,Standing
6648,W00133,2.35,0.0056,0.105,1.0067,Standing
6649,W00133,2.4,0.07,0.0925,1.0089,Standing
6650,W00133,2.45,0.0728,0.104,0.9856,Standing
6651,W00134,0.0,0.013,0.0638,0.8744,Walking
6652,W00134,0.05,-0.1452,-0.1453,0.8384,Walking
6653,W00134,0.1,-0.0656,0.1888,0.9819,Walking
6654,W00134,0.15,0.1471,0.1304,1.0587,Walking
6655,W00134,0.2,0.3355,0.2128,1.0471,Walking
6656,W00134,0.25,0.2397,0.288,1.0723,Walking
6657,W00134,0.3,0.3446,0.093,1.1206,Walking
6658,W00134,0.35,0.2069,0.308,1.0578,Walking
6659,W00134,0.4,0.1617,0.2258,0.9116,Walking
6660,W00134,0.45,-0.0356,-0.0577,0.9437,Walking
6661,W00134,0.5,-0.0058,0.0041,0.9221,Walking
6662,W00134,0.55,-0.1586,0.2332,0.836,Walking
6663,W00134,0.6,-0.043,0.1121,0.9181,Walking
6664,W00134,0.65,0.0269,0.1689,0.8768,Walking
6665,W00134,0.7,0.0577,0.1152,0.9709,Walking
6666,W00134,0.75,0.0582,0.2522,1.0185,Walking
6667,W00134,0.8,0.1974,0.0751,1.0261,Walking
6668,W00134,0.85,0.2322,0.1671,0.9534,Walking
6669,W00134,0.9,0.3517,0.377,0.974,Walking
6670,W00134,0.95,0.1937,0.2945,0.9712,Walking
6671,W00134,1.0,0.1838,0.1575,0.8142,Walking
6672,W00134,1.05,0.0406,0.178,1.118,Walking
6673,W00134,1.1,0.0717,0.0318,0.9709,Walking
6674,W00134,1.15,-0.1823,-0.0451,0.8083,Walking
6675,W00134,1.2,-0.1871,0.1306,0.7301,Walking
6676,W00134,1.25,-0.0911,0.0592,0.9132,Walking
6677,W00134,1.3,-0.0736,0.1404,1.057,Walking
6678,W00134,1.35,0.12,0.2174,1.0608,Walking
6679,W00134,1.4,0.2215,0.2473,1.0142,Walking
6680,W00134,1.45,0.3957,0.3324,1.1262,Walking
6681,W00134,1.5,0.3232,0.1972,0.872,Walking
6682,W00134,1.55,0.3376,0.1761,1.1183,Walking
6683,W00134,1.6,0.1304,0.2321,1.0206,Walking
6684,W00134,1.65,0.0444,0.2148,1.0152,Walking
6685,W00134,1.7,-0.0172,-0.0069,0.8663,Walking
6686,W00134,1.75,-0.0767,-0.061,1.0499,Walking
6687,W00134,1.8,0.0914,0.0071,0.9815,Walking
6688,W00134,1.85,-0.1193,0.1011,0.7952,Walking
6689,W00134,1.9,0.0326,0.152,0.9958,Walking
6690,W00134,1.95,0.0487,0.0928,1.0156,Walking
6691,W00134,2.0,0.2451,0.2404,0.9051,Walking
6692,W00134,2.05,0.3858,0.3665,1.1042,Walking
